Level,Date,ApplicationName,ApplicationPresentation,Event,EventPresentation,User,UserName,Computer,Metadata,MetadataPresentation,Comment,Data,DataPresentation,TransactionStatus,TransactionID,Connection,Session,ServerName,Port,SyncPort
Warning,2024-12-10T15:07:49,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,34717,73984,app01,1564,0
Information,2024-12-10T15:07:49,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ОтправкаУведомленийPush,Регламентное задание. Отправка push-уведомлений,,,,NotApplicable,,34717,73984,app01,1564,0
Warning,2024-12-10T15:07:52,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,34719,73985,app01,1564,0
Information,2024-12-10T15:07:52,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,34719,73985,app01,1564,0
Information,2024-12-10T15:07:52,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ОтправкаУведомленийPush,Регламентное задание. Отправка push-уведомлений,,,,NotApplicable,,34717,73984,app01,1564,0
Information,2024-12-10T15:07:52,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,73984,,0,0
Information,2024-12-10T15:07:52,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,00000000-0000-0000-0000-000000000000,,,InformationRegister.TelegramЖурналВыполнения,Регистр сведений. Журнал выполнения Telegram,,,,Committed,10.12.2024 15:07:52 (1439043556),34719,73985,app01,1564,0
Information,2024-12-10T15:07:52,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,34719,73985,app01,1564,0
Information,2024-12-10T15:07:52,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,73985,,0,0
Warning,2024-12-10T15:08:01,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,34724,73986,app01,1564,0
Information,2024-12-10T15:08:01,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ОбновлениеИндексаППД,Регламентное задание. Обновление индекса ППД,,,,NotApplicable,,34724,73986,app01,1564,0
Information,2024-12-10T15:08:01,BackgroundJob,Фоновое задание,Полнотекстовое индексирование,Полнотекстовое индексирование,00000000-0000-0000-0000-000000000000,,,,,"Запуск процедуры ""Обновление индекса ППД"".",,,NotApplicable,,34724,73986,app01,1564,0
Information,2024-12-10T15:08:01,BackgroundJob,Фоновое задание,Полнотекстовое индексирование,Полнотекстовое индексирование,00000000-0000-0000-0000-000000000000,,,,,"Успешное завершение процедуры ""Обновление индекса ППД"".",,,NotApplicable,,34724,73986,app01,1564,0
Information,2024-12-10T15:08:01,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ОбновлениеИндексаППД,Регламентное задание. Обновление индекса ППД,,,,NotApplicable,,34724,73986,app01,1564,0
Information,2024-12-10T15:08:01,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,73986,,0,0
Information,2024-12-10T15:08:02,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,37d8c227-1f3c-47ce-96bd-7b2825a176d5,ШвецовДВ,app01,,,,ЦентрМониторингаСлужебный.ПриПериодическомПолученииДанныхКлиентаНаСервере,,NotApplicable,,34738,73987,app01,1564,0
Information,2024-12-10T15:08:02,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,37d8c227-1f3c-47ce-96bd-7b2825a176d5,ШвецовДВ,app01,InformationRegister.ЗамерыСтатистики,Регистр сведений. Замеры статистики,,,,Committed,10.12.2024 15:08:02 (1439047192),34738,73987,app01,1564,0
Information,2024-12-10T15:08:02,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,37d8c227-1f3c-47ce-96bd-7b2825a176d5,ШвецовДВ,app01,InformationRegister.ЗамерыСтатистики,Регистр сведений. Замеры статистики,,,,Committed,10.12.2024 15:08:02 (1439047729),34738,73987,app01,1564,0
Information,2024-12-10T15:08:02,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,37d8c227-1f3c-47ce-96bd-7b2825a176d5,ШвецовДВ,app01,,,,ЦентрМониторингаСлужебный.ПриПериодическомПолученииДанныхКлиентаНаСервере,,NotApplicable,,34738,73987,app01,1564,0
Information,2024-12-10T15:08:02,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,37d8c227-1f3c-47ce-96bd-7b2825a176d5,ШвецовДВ,app01,,,,,,NotApplicable,,0,73987,,0,0
Warning,2024-12-10T15:08:07,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,34740,73988,app01,1564,0
Information,2024-12-10T15:08:07,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,34740,73988,app01,1564,0
Information,2024-12-10T15:08:07,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,00000000-0000-0000-0000-000000000000,,,InformationRegister.TelegramЖурналВыполнения,Регистр сведений. Журнал выполнения Telegram,,,,Committed,10.12.2024 15:08:07 (1439050211),34740,73988,app01,1564,0
Information,2024-12-10T15:08:07,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,34740,73988,app01,1564,0
Information,2024-12-10T15:08:07,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,73988,,0,0
Information,2024-12-10T15:08:20,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,b1633d5d-806c-4e78-af8e-9814b88be010,ЗаматыринАИ,app01,,,,ЦентрМониторингаСлужебный.ПриПериодическомПолученииДанныхКлиентаНаСервере,,NotApplicable,,34742,73989,app01,1564,0
Information,2024-12-10T15:08:20,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,b1633d5d-806c-4e78-af8e-9814b88be010,ЗаматыринАИ,app01,InformationRegister.ЗамерыСтатистики,Регистр сведений. Замеры статистики,,,,Committed,10.12.2024 15:08:20 (1439051631),34742,73989,app01,1564,0
Information,2024-12-10T15:08:20,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,b1633d5d-806c-4e78-af8e-9814b88be010,ЗаматыринАИ,app01,InformationRegister.ЗамерыСтатистики,Регистр сведений. Замеры статистики,,,,Committed,10.12.2024 15:08:20 (1439051965),34742,73989,app01,1564,0
Information,2024-12-10T15:08:20,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,b1633d5d-806c-4e78-af8e-9814b88be010,ЗаматыринАИ,app01,,,,ЦентрМониторингаСлужебный.ПриПериодическомПолученииДанныхКлиентаНаСервере,,NotApplicable,,34742,73989,app01,1564,0
Information,2024-12-10T15:08:20,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,b1633d5d-806c-4e78-af8e-9814b88be010,ЗаматыринАИ,app01,,,,,,NotApplicable,,0,73989,,0,0
Warning,2024-12-10T15:08:22,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,34743,73990,app01,1564,0
Information,2024-12-10T15:08:22,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,34743,73990,app01,1564,0
Information,2024-12-10T15:08:22,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,00000000-0000-0000-0000-000000000000,,,InformationRegister.TelegramЖурналВыполнения,Регистр сведений. Журнал выполнения Telegram,,,,Committed,10.12.2024 15:08:22 (1439053842),34743,73990,app01,1564,0
Information,2024-12-10T15:08:22,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,34743,73990,app01,1564,0
Information,2024-12-10T15:08:22,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,73990,,0,0
Warning,2024-12-10T15:08:37,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,34747,73991,app01,1564,0
Information,2024-12-10T15:08:37,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,34747,73991,app01,1564,0
Information,2024-12-10T15:08:37,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,00000000-0000-0000-0000-000000000000,,,InformationRegister.TelegramЖурналВыполнения,Регистр сведений. Журнал выполнения Telegram,,,,Committed,10.12.2024 15:08:37 (1439056244),34747,73991,app01,1564,0
Information,2024-12-10T15:08:37,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,34747,73991,app01,1564,0
Information,2024-12-10T15:08:37,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,73991,,0,0
Warning,2024-12-10T15:08:44,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,34748,73992,app01,1564,0
Warning,2024-12-10T15:08:44,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,34749,73993,app01,1564,0
Information,2024-12-10T15:08:44,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.АвтоматическоеСозданиеРегламентныхЗаданийПоШаблонам,Регламентное задание. Автоматическое создание регламентных заданий по шаблонам,,Автоматическое создание регламентных заданий по шаблонам,,NotApplicable,,34748,73992,app01,1564,0
Information,2024-12-10T15:08:44,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,ScheduledJob.ОтправкаСерверныхОповещенийКлиентам,Регламентное задание. Отправка серверных оповещений клиентам,,,,NotApplicable,,34749,73993,app01,1564,0
Information,2024-12-10T15:08:44,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.АвтоматическоеСозданиеРегламентныхЗаданийПоШаблонам,Регламентное задание. Автоматическое создание регламентных заданий по шаблонам,,Автоматическое создание регламентных заданий по шаблонам,,NotApplicable,,34748,73992,app01,1564,0
Information,2024-12-10T15:08:44,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,Constant.СостояниеОтправкиСерверныхОповещений,Константа. Состояние отправки серверных оповещений,,,,Committed,10.12.2024 15:08:44 (1439060170),34749,73993,app01,1564,0
Information,2024-12-10T15:08:44,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,73992,,0,0
Information,2024-12-10T15:08:44,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,Constant.СостояниеОтправкиСерверныхОповещений,Константа. Состояние отправки серверных оповещений,,,,Committed,10.12.2024 15:08:44 (1439060591),34749,73993,app01,1564,0
Information,2024-12-10T15:08:44,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,ScheduledJob.ОтправкаСерверныхОповещенийКлиентам,Регламентное задание. Отправка серверных оповещений клиентам,,,,NotApplicable,,34749,73993,app01,1564,0
Information,2024-12-10T15:08:44,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,,,,,,NotApplicable,,0,73993,,0,0
Warning,2024-12-10T15:08:52,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,34766,73994,app01,1564,0
Information,2024-12-10T15:08:52,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,34766,73994,app01,1564,0
Information,2024-12-10T15:08:52,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,00000000-0000-0000-0000-000000000000,,,InformationRegister.TelegramЖурналВыполнения,Регистр сведений. Журнал выполнения Telegram,,,,Committed,10.12.2024 15:08:52 (1439062546),34766,73994,app01,1564,0
Information,2024-12-10T15:08:52,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,34766,73994,app01,1564,0
Information,2024-12-10T15:08:52,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,73994,,0,0
Information,2024-12-10T15:08:57,1CV8C,Тонкий клиент,_$Data$_.Update,Данные. Изменение,0b57dee2-f75b-4050-b4b6-785e9dc24a98,НикулинВВ,OF01-MAS02,InformationRegister.Характеристики,Регистр сведений. Характеристики,,,,Committed,10.12.2024 15:08:57 (1439063505),12714,68642,app01,1564,0
Information,2024-12-10T15:08:57,1CV8C,Тонкий клиент,_$Data$_.Update,Данные. Изменение,0b57dee2-f75b-4050-b4b6-785e9dc24a98,НикулинВВ,OF01-MAS02,InformationRegister.ОтметкиПоВремени,Регистр сведений. Отметки по времени,,,,Committed,10.12.2024 15:08:57 (1439063846),12714,68642,app01,1564,0
Information,2024-12-10T15:08:57,1CV8C,Тонкий клиент,_$Data$_.Update,Данные. Изменение,0b57dee2-f75b-4050-b4b6-785e9dc24a98,НикулинВВ,OF01-MAS02,Catalog.Номенклатура,Справочник. Номенклатура,,ea14d04d-2ec1-11e9-a9c7-0025b32554f6,"Денежный ящик мез. Меркурий100.2,333х400х97",Committed,10.12.2024 15:08:57 (1439063846),12714,68642,app01,1564,0
Information,2024-12-10T15:09:00,1CV8C,Тонкий клиент,_$Data$_.Update,Данные. Изменение,0b57dee2-f75b-4050-b4b6-785e9dc24a98,НикулинВВ,OF01-MAS02,InformationRegister.Характеристики,Регистр сведений. Характеристики,,,,Committed,10.12.2024 15:09:00 (1439064405),12714,68642,app01,1564,0
Information,2024-12-10T15:09:00,1CV8C,Тонкий клиент,_$Data$_.Update,Данные. Изменение,0b57dee2-f75b-4050-b4b6-785e9dc24a98,НикулинВВ,OF01-MAS02,InformationRegister.ОтметкиПоВремени,Регистр сведений. Отметки по времени,,,,Committed,10.12.2024 15:09:00 (1439064746),12714,68642,app01,1564,0
Information,2024-12-10T15:09:00,1CV8C,Тонкий клиент,_$Data$_.Update,Данные. Изменение,0b57dee2-f75b-4050-b4b6-785e9dc24a98,НикулинВВ,OF01-MAS02,Catalog.КарточкиНоменклатуры,Справочник. Карточки номенклатуры,,f24d08e5-2ec1-11e9-a9c7-0025b32554f6,"Денежный ящик мез. Меркурий100.2,333х400х97 #00000869",Committed,10.12.2024 15:09:00 (1439064746),12714,68642,app01,1564,0
Warning,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,34773,73995,app01,1564,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ОбновлениеИндексаППД,Регламентное задание. Обновление индекса ППД,,,,NotApplicable,,34773,73995,app01,1564,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,Полнотекстовое индексирование,Полнотекстовое индексирование,00000000-0000-0000-0000-000000000000,,,,,"Запуск процедуры ""Обновление индекса ППД"".",,,NotApplicable,,34773,73995,app01,1564,0
Warning,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,34777,73996,app01,1564,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,,,,Обновление индекса полнотекстового поиска,,NotApplicable,,34777,73996,app01,1564,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,,,,Обновление индекса полнотекстового поиска,,NotApplicable,,34777,73996,app01,1564,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,73996,,0,0
Warning,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,34781,73997,app01,1564,0
Warning,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,34780,73998,app01,1564,0
Warning,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,34783,74000,app01,1564,0
Warning,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,34782,73999,app01,1564,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,,,,Обновление индекса полнотекстового поиска,,NotApplicable,,34781,73997,app01,1564,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,,,,Обновление индекса полнотекстового поиска,,NotApplicable,,34780,73998,app01,1564,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,,,,Обновление индекса полнотекстового поиска,,NotApplicable,,34783,74000,app01,1564,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,,,,Обновление индекса полнотекстового поиска,,NotApplicable,,34782,73999,app01,1564,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,,,,Обновление индекса полнотекстового поиска,,NotApplicable,,34781,73997,app01,1564,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,,,,Обновление индекса полнотекстового поиска,,NotApplicable,,34782,73999,app01,1564,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,73997,,0,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,,,,Обновление индекса полнотекстового поиска,,NotApplicable,,34780,73998,app01,1564,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,,,,Обновление индекса полнотекстового поиска,,NotApplicable,,34783,74000,app01,1564,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,73999,,0,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,73998,,0,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74000,,0,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,Полнотекстовое индексирование,Полнотекстовое индексирование,00000000-0000-0000-0000-000000000000,,,,,"Успешное завершение процедуры ""Обновление индекса ППД"".",,,NotApplicable,,34773,73995,app01,1564,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ОбновлениеИндексаППД,Регламентное задание. Обновление индекса ППД,,,,NotApplicable,,34773,73995,app01,1564,0
Information,2024-12-10T15:09:01,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,73995,,0,0
Warning,2024-12-10T15:09:05,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,34792,74001,app01,1564,0
Information,2024-12-10T15:09:05,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ИзвлечениеТекста,Регламентное задание. Извлечение текста файлов для поиска,,,,NotApplicable,,34792,74001,app01,1564,0
Information,2024-12-10T15:09:05,BackgroundJob,Фоновое задание,Файлы.Извлечение текста,Файлы.Извлечение текста,00000000-0000-0000-0000-000000000000,,,,,Начато регламентное извлечения текста,,,NotApplicable,,34792,74001,app01,1564,0
Information,2024-12-10T15:09:05,BackgroundJob,Фоновое задание,Файлы.Извлечение текста,Файлы.Извлечение текста,00000000-0000-0000-0000-000000000000,,,,,Закончено регламентное извлечение текста,,,NotApplicable,,34792,74001,app01,1564,0
Information,2024-12-10T15:09:05,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ИзвлечениеТекста,Регламентное задание. Извлечение текста файлов для поиска,,,,NotApplicable,,34792,74001,app01,1564,0
Information,2024-12-10T15:09:05,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74001,,0,0
Warning,2024-12-10T15:09:07,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,34798,74002,app01,1564,0
Information,2024-12-10T15:09:07,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,34798,74002,app01,1564,0
